party,year,score,orientation,counts,random_state
Austrian Social Democratic Party,2008.0,0.3503184713375796,Left-wing,157,88
Austrian People’s Party,2008.0,0.1929824561403508,Right-wing,57,88
Austrian Freedom Party,2006.0,0.75,Right-wing,8,88
Austrian People’s Party,2006.0,0.2884615384615384,Right-wing,156,88
The New Austria,2013.0,0.1379310344827586,Other,87,88
Austrian Social Democratic Party,2002.0,0.3448275862068966,Left-wing,145,88
Austrian Freedom Party,2008.0,0.265625,Right-wing,64,88
Austrian People’s Party,2002.0,0.3709677419354839,Right-wing,62,88
Austrian People’s Party,2017.0,0.2222222222222222,Right-wing,9,88
Austrian Freedom Party,2013.0,0.4545454545454545,Right-wing,11,88
Peter Pilz List,2017.0,0.3947368421052631,Left-wing,76,88
Austrian Freedom Party,2017.0,0.6459627329192547,Right-wing,322,89
Team Stronach for Austria,2013.0,0.6348884381338742,Right-wing,493,89
The Greens,2013.0,0.359375,Left-wing,64,89
Alliance for the Future of Austria,2008.0,0.4838709677419355,Right-wing,310,89
Austrian Freedom Party,2013.0,0.5120350109409191,Right-wing,457,89
Austrian People’s Party,2008.0,0.3529411764705882,Right-wing,17,89
Austrian People’s Party,2017.0,0.2539682539682539,Right-wing,126,89
Austrian Freedom Party,2008.0,0.3472222222222222,Right-wing,72,89
The Greens,2017.0,0.3161157024793388,Left-wing,484,89
The Greens,2008.0,0.3015873015873015,Left-wing,189,89
The New Austria,2013.0,0.2777777777777778,Other,90,89
The New Austria,2017.0,0.3039215686274509,Other,204,89
The Greens,2006.0,0.3461538461538461,Left-wing,234,89
Austrian People’s Party,2002.0,0.4489795918367347,Right-wing,49,89
Alliance for the Future of Austria,2006.0,0.518324607329843,Right-wing,191,89
Austrian Social Democratic Party,2002.0,0.29375,Left-wing,160,89
Austrian Communist Party,2008.0,0.228395061728395,Left-wing,162,89
Austrian Freedom Party,2006.0,0.4473684210526316,Right-wing,76,89
The Greens,2002.0,0.3260869565217391,Left-wing,92,89
Austrian Social Democratic Party,2006.0,0.264367816091954,Left-wing,87,89
Austrian Freedom Party,2002.0,0.6511627906976745,Right-wing,86,89
Austrian Social Democratic Party,2013.0,0.35,Left-wing,40,89
Austrian Social Democratic Party,2008.0,0.3272727272727272,Left-wing,55,89
Austrian Social Democratic Party,2017.0,0.2142857142857142,Left-wing,14,89
Austrian People’s Party,2013.0,0.4285714285714285,Right-wing,7,89
Austrian People’s Party,2006.0,0.3076923076923077,Right-wing,26,89
Peter Pilz List,2017.0,0.2943548387096774,Left-wing,496,89
Austrian People’s Party,2006.0,0.202020202020202,Right-wing,99,90
Austrian Freedom Party,2008.0,0.25,Right-wing,144,90
Austrian Communist Party,2008.0,0.2124352331606217,Left-wing,193,90
The New Austria,2013.0,0.2722772277227723,Other,202,90
The Greens,2017.0,0.26,Left-wing,200,90
The New Austria,2017.0,0.4042553191489361,Other,94,90
The Greens,2008.0,0.1861804222648752,Left-wing,521,90
Austrian Social Democratic Party,2008.0,0.3263157894736842,Left-wing,95,90
Austrian Freedom Party,2006.0,0.7269938650306749,Right-wing,326,90
Austrian Social Democratic Party,2006.0,0.2324561403508772,Left-wing,456,90
Austrian Freedom Party,2017.0,0.7,Right-wing,20,90
Austrian People’s Party,2017.0,0.14,Right-wing,200,90
The Greens,2006.0,0.2242152466367713,Left-wing,446,90
Austrian People’s Party,2013.0,0.2857142857142857,Right-wing,7,90
Austrian Social Democratic Party,2013.0,0.2785714285714286,Left-wing,140,90
The Greens,2002.0,0.3043478260869565,Left-wing,322,90
Austrian Freedom Party,2002.0,0.4111111111111111,Right-wing,90,90
Austrian Freedom Party,2013.0,0.4293193717277487,Right-wing,191,90
Team Stronach for Austria,2013.0,0.2285714285714285,Right-wing,70,90
The Greens,2013.0,0.1929824561403508,Left-wing,57,90
Alliance for the Future of Austria,2008.0,0.5416666666666666,Right-wing,48,90
Austrian Social Democratic Party,2002.0,0.2279411764705882,Left-wing,136,90
Alliance for the Future of Austria,2006.0,0.4181818181818181,Right-wing,55,90
Austrian People’s Party,2008.0,0.3902439024390244,Right-wing,41,90
Austrian Social Democratic Party,2017.0,0.4492753623188406,Left-wing,69,90
Austrian People’s Party,2002.0,0.4545454545454545,Right-wing,22,90
Peter Pilz List,2017.0,0.2105263157894736,Left-wing,38,90
The Greens,2002.0,0.4077669902912621,Left-wing,206,91
Austrian Freedom Party,2017.0,0.3945578231292517,Right-wing,294,91
The Greens,2008.0,0.2972972972972973,Left-wing,74,91
Austrian People’s Party,2006.0,0.256797583081571,Right-wing,331,91
Austrian Freedom Party,2013.0,0.5873015873015873,Right-wing,63,91
Austrian Freedom Party,2006.0,0.4858490566037736,Right-wing,424,91
Austrian Freedom Party,2008.0,0.4342857142857143,Right-wing,175,91
Austrian People’s Party,2013.0,0.262,Right-wing,500,91
Austrian People’s Party,2002.0,0.2755102040816326,Right-wing,98,91
Austrian Communist Party,2008.0,0.4666666666666667,Left-wing,90,91
The New Austria,2017.0,0.1846153846153846,Other,520,91
Austrian Social Democratic Party,2008.0,0.3425925925925926,Left-wing,216,91
The Greens,2006.0,0.3069306930693069,Left-wing,202,91
The New Austria,2013.0,0.2413793103448276,Other,145,91
Austrian Social Democratic Party,2017.0,0.2857142857142857,Left-wing,70,91
Austrian Social Democratic Party,2002.0,0.3834586466165413,Left-wing,133,91
Austrian Social Democratic Party,2013.0,0.2517006802721088,Left-wing,147,91
Austrian People’s Party,2017.0,0.2711864406779661,Right-wing,177,91
Alliance for the Future of Austria,2008.0,0.4722222222222222,Right-wing,36,91
Austrian People’s Party,2008.0,0.3203883495145631,Right-wing,103,91
Austrian Freedom Party,2002.0,0.3595505617977528,Right-wing,89,91
The Greens,2013.0,0.2631578947368421,Left-wing,57,91
Team Stronach for Austria,2013.0,0.4210526315789473,Right-wing,19,91
Alliance for the Future of Austria,2006.0,0.1538461538461538,Right-wing,13,91
Austrian Social Democratic Party,2006.0,0.3043478260869565,Left-wing,23,91
The Greens,2017.0,0.4,Left-wing,5,91
Peter Pilz List,2017.0,0.3112582781456953,Left-wing,151,91
Alliance for the Future of Austria,2008.0,0.5644820295983086,Right-wing,473,92
Austrian People’s Party,2017.0,0.247787610619469,Right-wing,226,92
The Greens,2008.0,0.3647058823529411,Left-wing,85,92
Austrian Social Democratic Party,2002.0,0.1661129568106312,Left-wing,301,92
Austrian Communist Party,2008.0,0.2365591397849462,Left-wing,186,92
The Greens,2013.0,0.5106382978723404,Left-wing,47,92
Austrian People’s Party,2006.0,0.2419354838709677,Right-wing,186,92
Austrian People’s Party,2002.0,0.2018691588785046,Right-wing,535,92
The Greens,2002.0,0.2932790224032586,Left-wing,491,92
Austrian People’s Party,2013.0,0.3831168831168831,Right-wing,154,92
The Greens,2017.0,0.4444444444444444,Left-wing,18,92
Austrian Social Democratic Party,2008.0,0.2973856209150327,Left-wing,306,92
The New Austria,2013.0,0.2511848341232227,Other,211,92
Austrian Freedom Party,2006.0,0.4363636363636363,Right-wing,55,92
The Greens,2006.0,0.425531914893617,Left-wing,188,92
Austrian Freedom Party,2017.0,0.7023809523809523,Right-wing,84,92
The New Austria,2017.0,0.3404255319148936,Other,141,92
Austrian Social Democratic Party,2017.0,0.4230769230769231,Left-wing,78,92
Alliance for the Future of Austria,2006.0,0.3478260869565217,Right-wing,161,92
Austrian People’s Party,2008.0,0.4375,Right-wing,16,92
Austrian Freedom Party,2013.0,0.2686567164179104,Right-wing,67,92
Austrian Freedom Party,2008.0,0.5714285714285714,Right-wing,56,92
Team Stronach for Austria,2013.0,0.4166666666666667,Right-wing,60,92
Austrian Social Democratic Party,2013.0,0.2941176470588235,Left-wing,34,92
Austrian Freedom Party,2002.0,0.55,Right-wing,80,92
Austrian Social Democratic Party,2006.0,0.4,Left-wing,5,92
Peter Pilz List,2017.0,0.4473684210526316,Left-wing,38,92
The New Austria,2017.0,0.2412587412587412,Other,286,93
Austrian Communist Party,2008.0,0.2179487179487179,Left-wing,468,93
Austrian Freedom Party,2006.0,0.2982456140350877,Right-wing,57,93
The Greens,2002.0,0.3194444444444444,Left-wing,72,93
Austrian Freedom Party,2013.0,0.3333333333333333,Right-wing,9,93
The New Austria,2013.0,0.1949152542372881,Other,118,93
Austrian People’s Party,2006.0,0.2228571428571428,Right-wing,175,93
Austrian Freedom Party,2008.0,0.5985533453887885,Right-wing,553,93
Austrian Social Democratic Party,2006.0,0.245,Left-wing,200,93
Austrian Social Democratic Party,2017.0,0.2954091816367265,Left-wing,501,93
Austrian Freedom Party,2002.0,0.609375,Right-wing,320,93
Austrian People’s Party,2017.0,0.2162162162162162,Right-wing,74,93
Austrian Social Democratic Party,2008.0,0.2058823529411764,Left-wing,68,93
The Greens,2008.0,0.2330827067669172,Left-wing,133,93
Austrian People’s Party,2013.0,0.2233009708737864,Right-wing,206,93
Alliance for the Future of Austria,2008.0,0.4406779661016949,Right-wing,59,93
Austrian People’s Party,2002.0,0.282051282051282,Right-wing,39,93
Alliance for the Future of Austria,2006.0,0.3571428571428571,Right-wing,84,93
The Greens,2006.0,0.2352941176470588,Left-wing,221,93
The Greens,2013.0,0.2278481012658227,Left-wing,79,93
Austrian People’s Party,2008.0,0.2,Right-wing,105,93
Team Stronach for Austria,2013.0,0.3286713286713286,Right-wing,143,93
Austrian Freedom Party,2017.0,0.5306122448979592,Right-wing,49,93
The Greens,2017.0,0.3043478260869565,Left-wing,23,93
Austrian Social Democratic Party,2013.0,0.2352941176470588,Left-wing,17,93
Austrian Social Democratic Party,2002.0,0.25,Left-wing,4,93
Peter Pilz List,2017.0,0.2496099843993759,Left-wing,641,93
Austrian Social Democratic Party,2002.0,0.1957671957671957,Left-wing,189,94
The New Austria,2017.0,0.2857142857142857,Other,56,94
Austrian Social Democratic Party,2013.0,0.1811460258780036,Left-wing,541,94
Austrian Social Democratic Party,2006.0,0.2757475083056478,Left-wing,301,94
The Greens,2017.0,0.1513944223107569,Left-wing,502,94
The Greens,2008.0,0.2884615384615384,Left-wing,52,94
The New Austria,2013.0,0.1709006928406466,Other,433,94
The Greens,2002.0,0.2714285714285714,Left-wing,210,94
Austrian Freedom Party,2017.0,0.42,Right-wing,200,94
Team Stronach for Austria,2013.0,0.5225806451612903,Right-wing,155,94
Austrian Freedom Party,2008.0,0.410958904109589,Right-wing,73,94
Alliance for the Future of Austria,2006.0,0.5697674418604651,Right-wing,86,94
Austrian People’s Party,2002.0,0.1907894736842105,Right-wing,304,94
Austrian People’s Party,2013.0,0.0989010989010989,Right-wing,91,94
The Greens,2006.0,0.1928934010152284,Left-wing,197,94
The Greens,2013.0,0.3658536585365853,Left-wing,123,94
Austrian Freedom Party,2002.0,0.5121951219512195,Right-wing,82,94
Alliance for the Future of Austria,2008.0,0.4509803921568627,Right-wing,51,94
Austrian People’s Party,2006.0,0.1928934010152284,Right-wing,197,94
Austrian Freedom Party,2013.0,0.3833333333333333,Right-wing,60,94
Austrian Communist Party,2008.0,0.1860465116279069,Left-wing,86,94
Austrian People’s Party,2017.0,0.2105263157894736,Right-wing,76,94
Austrian People’s Party,2008.0,0.25,Right-wing,8,94
Austrian Freedom Party,2006.0,0.6666666666666666,Right-wing,6,94
Austrian Social Democratic Party,2017.0,0.3181818181818182,Left-wing,22,94
Austrian Social Democratic Party,2008.0,0.375,Left-wing,8,94
Peter Pilz List,2017.0,0.3762781186094069,Left-wing,489,94
Austrian People’s Party,2013.0,0.2333333333333333,Right-wing,30,95
Austrian Social Democratic Party,2006.0,0.1948818897637795,Left-wing,508,95
The Greens,2002.0,0.2007722007722007,Left-wing,518,95
The New Austria,2017.0,0.3404255319148936,Other,94,95
Austrian Freedom Party,2002.0,0.5503355704697986,Right-wing,298,95
Austrian People’s Party,2006.0,0.3692307692307692,Right-wing,195,95
The Greens,2008.0,0.3188405797101449,Left-wing,69,95
The Greens,2017.0,0.3703703703703703,Left-wing,135,95
Austrian Freedom Party,2006.0,0.4342984409799554,Right-wing,449,95
The Greens,2006.0,0.1887755102040816,Left-wing,196,95
Austrian People’s Party,2008.0,0.232258064516129,Right-wing,155,95
The New Austria,2013.0,0.4791666666666667,Other,48,95
Austrian People’s Party,2002.0,0.3930348258706467,Right-wing,201,95
Austrian Freedom Party,2013.0,0.5576923076923077,Right-wing,52,95
Austrian Social Democratic Party,2017.0,0.231578947368421,Left-wing,190,95
Austrian Freedom Party,2008.0,0.5807860262008734,Right-wing,229,95
Austrian Communist Party,2008.0,0.2065217391304347,Left-wing,92,95
Austrian Social Democratic Party,2008.0,0.3768115942028985,Left-wing,69,95
Austrian Social Democratic Party,2002.0,0.2734375,Left-wing,128,95
Alliance for the Future of Austria,2006.0,0.6056338028169014,Right-wing,71,95
The Greens,2013.0,0.3291139240506329,Left-wing,79,95
Austrian Freedom Party,2017.0,0.5625,Right-wing,16,95
Alliance for the Future of Austria,2008.0,0.5555555555555556,Right-wing,63,95
Austrian People’s Party,2017.0,0.1428571428571428,Right-wing,7,95
Austrian Social Democratic Party,2013.0,0.3,Left-wing,40,95
Team Stronach for Austria,2013.0,0.5714285714285714,Right-wing,7,95
Peter Pilz List,2017.0,0.3996212121212121,Left-wing,1056,95
Austrian Freedom Party,2006.0,0.5199115044247787,Right-wing,452,96
Austrian Freedom Party,2008.0,0.5806451612903226,Right-wing,434,96
Austrian People’s Party,2006.0,0.3223684210526316,Right-wing,304,96
Austrian Social Democratic Party,2006.0,0.2887596899224806,Left-wing,516,96
Austrian People’s Party,2013.0,0.2261904761904762,Right-wing,168,96
Austrian Social Democratic Party,2017.0,0.2885906040268456,Left-wing,149,96
Austrian Social Democratic Party,2002.0,0.2385321100917431,Left-wing,218,96
The Greens,2008.0,0.2534246575342466,Left-wing,146,96
The Greens,2017.0,0.4594594594594595,Left-wing,185,96
Team Stronach for Austria,2013.0,0.45,Right-wing,40,96
Alliance for the Future of Austria,2006.0,0.3333333333333333,Right-wing,198,96
The New Austria,2013.0,0.4776119402985074,Other,67,96
Austrian People’s Party,2002.0,0.25,Right-wing,88,96
Austrian Freedom Party,2013.0,0.6625,Right-wing,320,96
The Greens,2006.0,0.35,Left-wing,100,96
Alliance for the Future of Austria,2008.0,0.4744897959183674,Right-wing,196,96
Austrian People’s Party,2008.0,0.5142857142857142,Right-wing,70,96
The New Austria,2017.0,0.2527472527472527,Other,91,96
The Greens,2013.0,0.2413793103448276,Left-wing,87,96
Austrian Social Democratic Party,2008.0,0.4285714285714285,Left-wing,21,96
Austrian Freedom Party,2002.0,0.3857142857142857,Right-wing,70,96
Austrian Communist Party,2008.0,0.4186046511627907,Left-wing,43,96
Austrian Social Democratic Party,2013.0,0.4285714285714285,Left-wing,14,96
Austrian People’s Party,2017.0,0.4142857142857143,Right-wing,70,96
The Greens,2002.0,0.375,Left-wing,8,96
Austrian Freedom Party,2017.0,0.5714285714285714,Right-wing,7,96
Peter Pilz List,2017.0,0.4303405572755417,Left-wing,646,96
The Greens,2002.0,0.3466666666666667,Left-wing,75,97
Alliance for the Future of Austria,2006.0,0.462655601659751,Right-wing,482,97
Austrian Freedom Party,2008.0,0.4202127659574468,Right-wing,188,97
Austrian People’s Party,2017.0,0.2396856581532416,Right-wing,509,97
The Greens,2013.0,0.19,Left-wing,200,97
Austrian People’s Party,2002.0,0.2369565217391304,Right-wing,460,97
The New Austria,2013.0,0.3363636363636363,Other,220,97
Alliance for the Future of Austria,2008.0,0.3424657534246575,Right-wing,73,97
Austrian Communist Party,2008.0,0.225,Left-wing,200,97
Austrian Freedom Party,2013.0,0.5274725274725275,Right-wing,91,97
Austrian Social Democratic Party,2008.0,0.2222222222222222,Left-wing,54,97
The Greens,2017.0,0.240506329113924,Left-wing,316,97
Austrian Social Democratic Party,2002.0,0.1538461538461538,Left-wing,78,97
Austrian People’s Party,2006.0,0.3227848101265823,Right-wing,158,97
The New Austria,2017.0,0.375,Other,24,97
Austrian Freedom Party,2017.0,0.4325259515570934,Right-wing,289,97
Austrian Social Democratic Party,2017.0,0.2602739726027397,Left-wing,219,97
Austrian People’s Party,2013.0,0.2121212121212121,Right-wing,66,97
Austrian Social Democratic Party,2013.0,0.2727272727272727,Left-wing,143,97
Team Stronach for Austria,2013.0,0.1111111111111111,Right-wing,9,97
Austrian People’s Party,2008.0,0.1744186046511628,Right-wing,86,97
The Greens,2008.0,0.1896551724137931,Left-wing,58,97
The Greens,2006.0,0.1904761904761904,Left-wing,42,97
Austrian Freedom Party,2002.0,0.5833333333333334,Right-wing,12,97
Austrian Freedom Party,2006.0,0.2727272727272727,Right-wing,44,97
Austrian Social Democratic Party,2006.0,0.2727272727272727,Left-wing,11,97
Peter Pilz List,2017.0,0.3669354838709677,Left-wing,496,97
Austrian Freedom Party,2008.0,0.4748427672955975,Right-wing,318,98
The New Austria,2013.0,0.2366412213740458,Other,524,98
Austrian Freedom Party,2017.0,0.3684210526315789,Right-wing,152,98
Team Stronach for Austria,2013.0,0.4224598930481283,Right-wing,187,98
The Greens,2017.0,0.2205438066465256,Left-wing,331,98
Austrian Freedom Party,2013.0,0.359375,Right-wing,64,98
Austrian People’s Party,2006.0,0.3055555555555556,Right-wing,72,98
Alliance for the Future of Austria,2008.0,0.4630738522954092,Right-wing,501,98
Austrian Social Democratic Party,2002.0,0.1666666666666666,Left-wing,204,98
Austrian Freedom Party,2006.0,0.4871794871794871,Right-wing,39,98
The Greens,2002.0,0.1149425287356321,Left-wing,87,98
Austrian People’s Party,2002.0,0.4320987654320987,Right-wing,81,98
Austrian Social Democratic Party,2013.0,0.2591743119266055,Left-wing,436,98
Austrian People’s Party,2008.0,0.1608040201005025,Right-wing,199,98
Austrian People’s Party,2017.0,0.410377358490566,Right-wing,212,98
Austrian People’s Party,2013.0,0.2124352331606217,Right-wing,193,98
The Greens,2008.0,0.3257575757575757,Left-wing,132,98
Alliance for the Future of Austria,2006.0,0.4836601307189542,Right-wing,153,98
The New Austria,2017.0,0.1645569620253164,Other,79,98
Austrian Freedom Party,2002.0,0.3877551020408163,Right-wing,49,98
